"I ordered the Daikoku ramen. The broth was savory and creamy, but very slightly on the salty side. Noodles were tender, and the marinated boiled egg (my personal favorite part of any ramen bowl) was well prepared. I came in on a chilly day and my ramen bowl definitely hit the spot. Service was fantastic, despite how busy the restaurant was my server was very attentive throughout my visit. The line can get really long, so be warned. The waiting list is inside, just put your name down and they'll call your name when a table opens up. Make sure to bring cash as well, the restaurant is cash only (there is an ATM in the back if you forget). If you're in the area and craving ramen, this place is worth a consideration. I'd recommend trying this place during non-peak hours, I personally wouldn't wait hours to dine in here.",4
"COST:$6.50 (Homemade Gyoza)$12 (Daikoku Ramen) I've been here a handful of times and I'm not sure why I keep going back. It's a good ramen place, one of LA's pillar's of ramen as a matter of fact but truly looking back, it's not anything really amazing.The ramen is really flavorful. They give you a good amount of noodles and meat. But again though, it's not something to truly write home about... the gyoza included.The line can be a little aggravating on the weekends but the staff does a great job streamlining things a whole heck of a lot. Write your name down the list, go check out any of the many Little Tokyo boutiques, come back and make sure you have CASH (it is cash *ONLY*).And yes, they do have public restrooms for customers.",4
"Shared the #1 Daikoku Ramen and it was a generously large portion, perfect for the two of us! The broth is rich ,not salty and savory in flavor. I love when it isnt salty and no MSG because that gives me headaches. The staff is so friendly and I love the Japanese greetings! It's a very welcoming  atmosphere at the restaurant.They are currently undergoing renovations but they are located within another ramen place a couple stores down! Glad there was a lady outside the Little Tokyo's location to redirect us.",4
"I love daikokuya. I used to go often before I turned vegan and once I turned vegan I was sad I wouldn't be able to eat there anymore. But they have two vegan ramen options and I was sooooo excited to try it. I have to say it was pretty damn amazing. I normally like the ramen at silver lake ramen more but this vegan ramen blew me the hell away. I wish I could've finished it. The fact that they gave me this much green onion alone is a god send bc I LOVE green onion!! We went around 5pm so not quite the dinner rush yet but we still waited about 15-20 min. Our party had 5 people though which is probably why! The service is great, everyone there is so friendly, the food is excellent, and it's in my favorite part of LA. what's there to dislike about this place? I love how they have kitschy Japanese pop cultural references on the walls and throughout the restaurant to add to the very authentic feel of eating in a small ramen shop in japan. Thank you daikokuya and bravo. I love you and will always love you.",5
"You will notice a note that says that it's closed/relocating, but we luckily got there just as we overheard one of the workers tell the couple in front of us that they relocated a few doors down. So don't let this sign steer you away the actual restaurant is actually only a few feet away. I had the Daikoku Ramen and he got the Spicy Miso Ramen (because he likes his tongue to be on fire ). ÃƒÂ¥Ãƒ_It was a delicious, but I did wish that they put a bit more pork belly in mine. Not sure if it was just MY serving or if all servings are like that. He said he enjoyed his ramen as well so if you like spice then that's also a good choice. Overall a good spot for a quick bowl of hot ramen on a cold afternoon.",4
My 2 time in the last 3 weeks!Favorite ramen place in LA. Daikokuya is located in 1st street in Little Tokyo. There are street parking but it's literally impossible to get a spot so I recommend yelping the parking structures around here. Parking structures often charge $10 flat rate on weekends and cheaper on weekdays. You can see dozens of people standing in front of Daikokuya. You must sign in to be seated once there's space. There's a clipboard inside by the entrance. I often sign in and explore Little Tokyo and come back after 20-30 min and still wait about 10-15min. There isn't much ramen selection but they are all good. I recommend the original daikoku ramen with kotteri which adds more flavor. I have never tried miso ramen from here so I'll definitely try that next time. I got the spicy sesame vegan ramen with takoyaki. The service is fast especially when there's always people waiting to get service. The vegan ramen was surprisingly delicious. Other vegan ramen usually are bland and not good but the vegan ramen broth and noodles are amazing. Best ramen for vegans as well. The daikoku ramen is delicious as well and that's my #1 recommendation. There's free ginger and garlic at every table. Best ramen in the area.,5
"Delicious, authentic, and quick ramen is to say the least. The wait can be long but the ramen is out in minutes. The staff is friendly and the location is around cool museums like the Broad, MOCA, or the Japanese American Museum; which can be great destinations after a bowl of ramen.",5
"First night in La wanted to grab quick food. Located in the middle of Korea town.My friend and I got out of the Uber and saw the original storefront had a close sign posted up. A male worker sat outside and directed us over to the temporary location (as he mentioned the old spot was being renovated)! It seemed shady at first but helped us out, so thankful for that because it was yummy! Very friendly staff and quick to serve, quickly got our food.In terms of the ramen, not very impressed but with the sricha and red chili sauce, it got more flavor and the flavor I was looking for.This is cash ONLY! But happy that there is a chase atm across the street",5
"One of the few food establishments that is opened past midnight in LA. I decided to come here after finishing a concert at the Staples Center. Location: you can find it in the middle of Little Tokyo in DTLA. Parking: there is a parking structure across the street. That parking structure is horribly unintuitive so drive carefully.Service: they are super busy, so they may only check up on you once during your visit. They are super fast at retrieving anything you ask for. I was about to be seated at the bar, but a booth opened up as we were being seated. They offered the booth to us and we quickly accepted.Food: I wasn't that hungry but I knew I had to make a pit stop here. They offer half size of the tonkatsu for $7.50. It was just the right amount of food and I believe it was priced fairly. The broth is so rich without being overly salty.There is usually a long wait, but since I came so late with a party of 3, I waited a max of 10 minutes for a table. It's worth it if there is a short wait, but I would not want to wait hours for it.",4
"Don't get me wrong, I really enjoy Daikokuya's ramen, but their fried rice is my favorite and I mean absolute favorite fried rice ever. Add a lil red pickled ginger and it's perfection for me. ÃƒÂ¥Ãƒ_Gotta order it as a combo ($16ish) but sometimes I just want a large order on its own. If I find out a friend is going there I'm always tempted to ask them to pick up a to-go order for me. Heats up well as leftovers too.TIPS:Don't forget, get there a lil before opening or after dinner rush if you don't want to wait for a long time. CASH ONLY. It's a small place so large groups may be waiting a long while. I enjoy it's fun decor and homey feel.",5
"Finally bit the bullet and waited in line on a Saturday night around 7:30. They said the wait would be 40 min and I buckled down for a long wait, but it turned out to only be about 20!!!!! Yay!Food: This is the best ramen in LA - definitely worth the wait. The broth has perfect umami taste and is rich but not too thick. The noodles are the right texture. Even their eggs and bamboo are somehow better than other places. The portion size is pretty big too and I could only eat about half of mine. We were pretty hungry so we got the combo and shared a salad and katsu bowl. The salad was nothing to write home about but the rice and katsu were great too.Ambience: It's very Japanese and cute. The restaurant is pretty small, with only a few little tables and booths. They have a lot of old Japanese movie posters and little figurines. I like that it feels homey and the focus is on the ramen.",5
"I live a few blocks away from this super hyped-gem and there's always a line. Why? This place serves authentic ramen and the taste is pretty on point. I've learned to beat the rush by coming 30 minutes before dinner time on the weekdays and weekends. This place is small, so they turn tables much slower. But I warn you - this place is NOT worth the hour wait. It's like any other ramen place, but more hyped. There are 3 other ramen places in the same district (walking distance) if you're super hungry too. As for food, the Daikokuya ramen (I forgot the exact name but it's their original and most popular) was good. Sometimes it's a little salty and other times - it's well balanced. I absolutely love their flavored egg and will typically order 2 for myself. The green onion topping makes this noodle soup very aromatic. The pork is juicy and packed with tons of flavor, but can be super fatty at times. Sometimes, I'll order the tsukemen if I want something more hearty and creamy. I think this place does well with their tsukemen, but make sure you get warm noodles so the broth soaks better when you dip it. It comes with two pieces of pork.Bless yourself and order their takoyaki! I love how crunchy this place makes it. We tried the house soju, but it tasted a little weird. More like bitter, hot medicine than normal soju. So you might want to skip it and order their imported beers.",4
"I know a lot of people don't like Daikokuya or at least among my friends, but Daikokuya in my mind is still one of the better if not the best ramen establishments in Los Angeles. It's really worth the wait.The broth here is to die for, not too oily, not too creamy, not too light, just right. I have only ever ordered their Daikoku Ramen and I think that you will never go wrong with their perfectly cooked chewy ramen, succulent fatty pork slices and half boiled egg.",5
"Everytime we visit Little Tokyo it's always packed. I promises myself I one day I have to try it out. Finally the day of rekconing has come. Lets see if this place truly deserves the title of being the best ramen in LA. As expected there's a swarm of people. Luckily I came prepared(audiobook) to keep me occupied. After waiting for 1 he it was finally our turn.Ordered Spicy Miso Ramen and a gyu don(beef bowl) Broth was amazing, each sip felt magical. Flavors were very robust a bit sweet, salty, most importantly VERY rich. Noodles and the pork was good, but not noteworthy. Service: 3/5Taste: 4/5Value: 3/5Overall: 3/5Was it worth the hype? Simple answer is no, there are a couple of ramen shops down the street that is comparable if not better. Overall, if there was no wait I'd be back... With the wait, I'll be at the one down the street.",3
"My wife always raves about this place when we talk about ramen, and I finally got to try it! My family and I visited this ramen shop as we were on our way back to San Diego.Street parking was a little bit of a pain in this area, so we ended up parking in the parking garage. We came at an odd time, I think it was around 4 or 5pm, so there wasn't a long wait for a party of 5. I think we waited about 10 mins.Figuring out what to order was easy for me. Whenever I visit a ramen restaurant, I almost always get the staple tonkotsu ramen or as it's listed here, Daikoku Ramen. I also added kotteri flavor and extra chashu pork, both I feel are a must. The kotteri flavor adds soup that is extracted from the back fat, and well there is never enough chashu!The ramen came out quick, in a large bowl. Presentation was it's strong suit, but the food spoke for itself. The broth was nice and fatty, though I felt like the broth was on the thin side. I would've like a thicker creamier broth. I felt like the standout item in the bowl was the chashu. I would say, probably the best chashu I've ever had in a bowl of ramen. I feel like chashu is normally sliced pretty thin, but this one was nice and thick! Oh and it was fatty too!All in all, I enjoyed my bowl of ramen and wouldn't mind coming back. I'd probably go for the spicy miso ramen the next time around!",4
"Ramen is not really good. If you have ever been to Japan or tried traditional ramen, you could find out that the taste is so-so. Believe me, the taste doesn't meet its reputation.",2
I'm from Houston Texas. ÃƒÂ¥Ãƒ_I had to stop by to get my ramen fix but left disapointed. ÃƒÂ¥Ãƒ_I had my usual. ÃƒÂ¥Ãƒ_I thought the Tonkatsu was too salty and the chasu was over done. ÃƒÂ¥Ãƒ_I'll have to find another ramen place now : (,3
"I came here on a Saturday night with my friend for dinner because she had raved about and recommended this place for ages. From all the things she was saying and the plethora of great reviews on yelp, my expectations were set pretty high.When we arrived, there was around a 45 minute wait, which was fine because we just went to walk around the Japanese Village Plaza. We were seated around 5 minutes after we returned and were left alone for about another 5 minutes. This was fine to me because they were extremely busy on a Saturday night, but my friend told me she was upset about being ignored by the waitresses.When they finally took our order, my friend got the ÃƒÂ¥Ãƒ_daikoku ramen while I got the combo daikoku ramen and teriyaki elbowl. The food took about 10 minutes to come out. The ramen noodles were very chewy and I noticed they gave a lot of toppings. However, the dish was $12 which was a little overpriced for regular ramen, but I guess the increased portion and amount of toppings makes up for it.The eel bowl was very flavorful, but I was surprised at the small size of the bowl. It was about the same size as when you order a side of rice at most restaurants. The eel was also another whopping $12 added to the $12 of the ramen. I understand eel prices have risen but that price is kind of ridiculous for the tiny portion you get. I also saw that the menu said combos include a salad but I never got one. If they were going to call this a combo, the price of $24 for just ramen and a small eel bowl with no salad is too much.Overall, the food was great but the service is what brought my review down to 3 stars. The waitresses did not come back and ask if we needed anything or refill my friend's water that she finished within the first 10 minutes of arriving. When we tipped a little less for their service (around $3-4), the waitresses scoffed when they saw it and started talking among themselves. They then ""reminded"" my friend in a haughty tone that tip was not included in the bill. I understand it was a busy Saturday night, but this wasn't the type of service I was expecting to receive from a restaurant with such high reviews.",3
Unique and tastyPros: Decent sized portions and good quality food. Everything is fresh and made to order. The broth is unique and definitely has a taste that is significantly different from the rest of the ramen that I've eaten at other places. You're given a good amount of meat and there are plenty of other options to go in combination with the different types of ramen that they have. Cons: The wait. Be prepared to wait regardless of time and day. At night especially during Friday to Sunday the line will sometimes almost wrap around the block. Parking is always a hassle in LA. Expect to pay to park anywhere.Bottom line: Very nice ramen. It's in the heart of Little Tokyo which is nice. Makes it easy to wander around and find other things to do while you wait to be seated. Will definitely come here again if I'm in the area and if it's possible without too long of a wait.,4
"First impression: Very cool design and it feels like a traditional noodle house. This place has been in town for a long time. I ordered their most popular item, which was the daikokuya noodle soup. It was a 4 stars because I expected to be better than other Japanese ramen place I have been to but it tastes the same. I do like the service and the price with the portion size. Cheaper than most places I've been to. Overall, I like it and would go back.",4
"Had high hopes for Daikokuya after seeing 7,000+ reviews on yelp and an incredibly long line. We put our names down around 6 pm on a Friday night and we were seated around 7:30 pm. Good thing is that you can explore Little Tokyo while you're waiting. The inside of the restaurant is really small and few seats. We ordered one Classic Ramen and one Hot Miso. The dishes came quickly, less than 5 minutes. ÃƒÂ¥Ãƒ_You can tell the workers want to get you out of there as fast as possible. The classic ramen soup had good flavor, savory, but a little too salty. It comes with 2-3 pieces of chashu pork, one boiled egg, and a ton of bean sprouts and spring onion. My egg was really dry.. Couldn't finish on my own - perhaps there is a smaller half-ramen size? The hot miso ramen was average, it comes with their kotteru fatty broth, not spicy, a little sour-tasting. Overall, the soup taste is umami and yummy. But the toppings could be a lot better and interesting. I wouldn't wait 1+ hour for this again, though it was nice to experience the hype.",3
"My favorite ramen is the spicy miso from Santouka and I compare all others to it. Daikokuya came close but did fall short. Came on a Saturday evening for dinner and waited about 1 hr for a table of 6 people so not too horrible. We started with the Takoyaki which was amazing! Slightly crispy outside with a soft gooey inside that had quality octopus chunks. The sauce on top balanced it all perfectly. I got the spicy miso ramen, of course, and was pleased. The broth had good flavor but not a lot of depth or complexity to it, which is my main reason for not giving them 5*. I did appreciate all the toppings that were included (egg, bamboo shoots, bean sprouts) and that was an advantage they have over santouka. The egg was perfectly done with a slightly runny center. The chashu was tender and flavorful and the noodles were good but slightly more cooked than I prefer but now I am just getting picky. I really enjoyed my experience here but would only come back if there was no wait or I was craving that Takoyaki.",4
"Daikokuya is a Japanese ramen shop known for their tonkotsu broth, located in Little Tokyo, but also has several other locations (El Monte, Sunset/WeHo, Sawtelle, and Monterey Park).The menu offers various appetizers (homemade gyoza, tuna sashimi, tsukemono, shiso age, etc.), ramen (tonkotsu, spicy miso, and tsukemen), fried rice, rice bowls, yakisoba, and combinations (ramen with rice bowls/fried rice).The hubs and I came here and ordered a Daikoku Ramen and a small beef bowl combination for lunch. ÃƒÂ¥Ãƒ_My goodness, the bowl that the ramen came in was MASSIVE! ÃƒÂ¥Ãƒ_The tonkotsu soup base had their house special blended soy sauce infused within, had pork belly chashu, a marinated boiled egg, bamboo shoots, bean sprouts, green onions, and a sprinkle of sesame seeds on top; the broth itself was pretty okay, as it was creamy and had that hint of the soy sauce the restaurant is known for. ÃƒÂ¥Ãƒ_The noodles were slightly overcooked, but I liked that they were very generous with it. ÃƒÂ¥Ãƒ_The beef bowl had shredded beef with onions and pickled ginger, and it was slightly more sweeter than other beef bowls I've had.We had a counter seating, so it was neat to see the chefs making the bowls, yelling for confirmation in receiving the orders, yelling out for orders that were ready, etc. ÃƒÂ¥Ãƒ_The place gets packed, and the seating area gets a little tight.There's a clipboard waiting list where you write down your name and the number in your party; average wait time is around 45 minutes to an hour.I'm glad I was able to check out Daikokuya, but not sure if I'll make a repeat visit.+massive bowls of ramen!+slightly overcooked noodles T___T+clipboard waiting list available+extremely limited metered parking",3
I've passed by the long line several times but today I got lucky and made it inside pretty quickly. I love the atmosphere. I started with a Tuna Roll then had the Daikoku Ramen. Both were outstanding. Really nice depth to the broth. They were pretty busy yet the service was still fantastic. I'll definitely be going back.,5
"It's a bit mind blowing to me how massive the line for this place is ALL THE TIME. Having tried most ramen places in the area, I would say...it's not worth it. The broth is good, but heavy --- I've never been able to finish it and when it's close to $15 for a bowl.....ughThe kotteri broth is made out of pork bones and lots and lots of fat. A LOT. That's what adds all the flavor and yumminess, but you'll feel heavy after. I hate that sluggish feeling. The service and green tea here are good --- they have those pyramidal bags of green tea. I wouldn't wait for this place, but if there's no wait, it's worth trying. CASH ONLY, service is friendly.THE SHORT: Good ramen, heavy broth, CASH ONLY, not worth the massive line.",3
"I had a high hope in this place because I love ramen! My boyfriend and I waited about 45 minutes to get seats at the bar (it was already packed at 4pm!). It was an interesting experience because you can see how they prepare their food. Inside was busy and small, but we decided to give a shot. I ordered Daikokuya ramen + Katsudon, and my boyfriend got Spicy miso + salmon don. The food was amazing!!! Even the complimentary salad was amazing, I had to get one more. The broth was so hearty and yummy, and Katsudon was better than any other places I've tried before. He liked the spicy miso ramen, but it was too spicy and garlicky for me. But salmon was thick and fresh. I really enjoyed my food here... I will come back if I go back to LA!Tips: CASH ONLY. This sucks... I saw some left because they didn't have cash with them. They have ATM inside, but I highly recommend to bring some cash with you!",4
"We came about 20 minutes before they opened, and only 2 people were waiting in line. ÃƒÂ¥Ãƒ_So we decided to wait as well. ÃƒÂ¥Ãƒ_One of my friends had mentioned Daikokuya a long time ago, but the previous time I was in LA, I decided the wait wouldn't be worth it. ÃƒÂ¥Ãƒ_There was a huge crowd in front!Anyways, on to the ramen. ÃƒÂ¥Ãƒ_I was a bit disappointed. ÃƒÂ¥Ãƒ_The broth was a bit bland, just not tasty enough for me. ÃƒÂ¥Ãƒ_However, the noodles had the texture I liked, and it was filling.I doubt I'll be back again. ÃƒÂ¥Ãƒ_I'll probably visit one of the other ramen restaurants on the block.",3
"What do you know about ramen?! I am a ramen connoisseur in fact with a PhD of noodleology. This quite possibly could be the pinnacle of ramen expression. The mecca of ramen if you will. There seems to always be a line but it goes by fairly quick. There is a retro feel from all the japanese posters on the walls and the decor which make you feel like you've been transported to a little quaint ramen house in Japan. I tried a few of their ramens and I have to say that my favorite ramen is surprisingly the spicy vegan ramen. I am far from being a vegan but this dish is remarkable and full of delectable flavor. That is my go to ramen when I am there. If you are into a perfect spicy heat, you gotta try it, it's money. And yes, you have arrived in flavortown.",4
"After so many years, this is still the ramen place I would would wait in a line for (back then, it was a torture 30 minutes... and still is). Just the mere mentions of their creamy milky broth melt away any hesitation of the long wait you have to endure just to be seated. What I love about this place over the other Daikokuya locations was that they actually dipped the ramen on to a soup broth to give it more silky texture before plating it on to the bowl. Of course, they would then pour over with the broth of your choice (long prepared pork broth of Tonkotsu or the spicy miso).The meaty chasu still melts like butter and their toppings are still made it worth ordering to lavish your ramen bowl. However, it's all about the broth! When you talked about ramen, it's the broth that separate this place from all other ramen joints. This particular location's broth still hold very endearing for me.What happened changed since my last review (which I got a ROTD btw) from more than 10 years ago? I think the most interesting thing was that they expanded the menu. On recent year's reviews, there's seemed to be more talk about their rice bowl, which wasn't a highlight back then. I also noticed that Daikokuya have expanded to many different parts of town as I wrote the first review... this place and Monterrey Park were the only locations in town. Sadly, MPK closed that branch long ago too.There are many many many new ramen joints popped up everywhere in LA, but I can safely attest in that this location is still my go to ramen place if I ever crave for the tonkotsu ramen.",5
"Every ramen place i've tried has to have something that just stands out from the rest for me to appreciate it.. Daikokuya is just that late night spot that hits home for me, just because it's the first ramen place I have ever tried japanese style ramen. Tonkotsu spicy miso. I forgot how glorious it could be. The broth is so rich and kotteri is just the icing on the cake. The broth was rich creamy and stick to your lips amazing. The noodles were the thick kind. Not my favorite, but it had a good chewy texture and was well coated with the broth. I always add a spicy miso bomb that gives me the kick of spiciness I enjoy. I like how the standard comes with bamboo and bean sprouts. I had to add a soft egg goodness. Appetizer was super filling but worth. Gyoza's are different, they are the flat ones which are still tasty and lots of filling. Takoyaki were just a ball of hotness that burns your mouth with crispy batter/tako. A plus that everything is scalding hot. (Pet piece of mine when hot food is warm). The late night rush comes with lots of intoxicated people and some panhandlers for cash or cigarettes.",5
"Came in for lunch one day and we waited about 15 minutes to be seated. I ordered the best seller and so did my boyfriend, with katsudon on the side. We got our food about 5 minutes later and they were in huge bowls. We loved the noodles and broth, one of our favorite ramens we have ever had. The wait is worth it even if it is a small location, they're pretty fast. The service is fast and the staff is friendly. Would definitely come back again.",4
